mode,scenario,provider,model,idx,latency_ms,status,retries,completion_tokens,prompt_tokens,error
gateway,shared_prefix,groq,llama-3.1-8b-instant,35,1440.8708330010995,503,1,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,36,1270.9738340345211,503,1,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,37,1097.6312500424683,503,1,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,38,1188.6469579767436,503,1,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,39,1176.0464159888215,503,1,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,40,1314.422499970533,503,1,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,41,1454.912792018149,503,1,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,42,1431.0971669619903,503,1,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,43,1118.9640840166248,503,1,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,44,1356.9551249966025,503,1,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,45,0.6894170073792338,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,46,0.5587909836322069,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,47,0.4710420034825802,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,48,0.42462500277906656,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,49,0.4183329874649644,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,50,0.356583041138947,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,51,0.35099999513477087,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,52,0.3361250273883343,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,53,0.33000000985339284,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,54,0.3262910176999867,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,55,0.32354099676012993,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,56,0.3136249724775553,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,57,0.31770800705999136,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,58,0.31949998810887337,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,59,0.3195000463165343,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,60,0.3559580072760582,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,61,0.49358303658664227,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,62,0.43399998685345054,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,63,0.45645801583305,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,64,0.41958404472097754,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,65,0.38683402817696333,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,66,0.35458296770229936,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,67,0.3322089905850589,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,68,0.33175002317875624,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,69,0.6205420359037817,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,70,0.41204103035852313,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,71,0.3730420139618218,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,72,0.3670839942060411,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,73,0.40608301060274243,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,74,0.4174589994363487,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,75,0.39658299647271633,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,76,0.40391599759459496,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,77,0.4930839641019702,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,78,0.4325839690864086,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,79,0.40983303915709257,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,80,0.39583403849974275,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,81,0.5980420392006636,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,82,0.4075000179000199,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,83,0.5399159854277968,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,84,0.4555420018732548,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,85,0.36404101410880685,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,86,0.33300003269687295,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,87,0.3280409728176892,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,88,0.31875004060566425,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,89,0.32408302649855614,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,90,0.32416597241535783,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,91,0.3141250344924629,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,92,0.32337504671886563,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,93,0.3165419911965728,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,94,0.3160829655826092,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,95,0.31804200261831284,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,96,0.33545802580192685,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,97,0.3658750210888684,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,98,0.32216700492426753,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,99,0.31641701934859157,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,100,0.31454203417524695,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,101,0.31533301807940006,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,102,0.3176670288667083,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,103,0.31224999111145735,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,104,0.31408300856128335,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,105,0.31412497628480196,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,106,0.3177500329911709,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,107,0.31358300475403666,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,108,0.3155419835820794,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,109,0.31512504210695624,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,110,0.3165420494042337,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,111,0.3969579702243209,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,112,0.5323750083334744,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,113,0.40024996269494295,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,114,0.3422499867156148,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,115,0.3310419851914048,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,116,0.32295798882842064,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,117,0.32341701444238424,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,118,0.32829202245920897,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,119,0.3253340255469084,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,120,0.3172080032527447,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,121,0.3144999500364065,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,122,1.5550840180367231,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,123,0.36758300848305225,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,124,0.3242500242777169,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,125,0.31541602220386267,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,126,0.3347909660078585,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,127,0.3165419911965728,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,128,0.31116604804992676,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,129,0.309124996419996,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,130,0.32049999572336674,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,131,0.317458005156368,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,132,0.31400000443682075,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,133,0.30329194851219654,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,134,0.3394160303287208,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,135,0.3311249893158674,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,136,0.317458005156368,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,137,0.3137500025331974,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,138,0.3405419993214309,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,139,0.3172499709762633,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,140,0.30212500132620335,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,141,0.3061660099774599,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,142,0.3084579948335886,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,143,0.3090419922955334,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,144,0.3060000017285347,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,145,0.3040839801542461,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,146,0.3056660061702132,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,147,0.3067500074394047,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,148,0.35612500505521894,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,149,0.3452500095590949,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,150,0.32408401602879167,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,151,0.33020798582583666,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,152,0.3141670022159815,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,153,0.31224999111145735,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
gateway,shared_prefix,groq,llama-3.1-8b-instant,154,0.31216698698699474,503,0,0,0,"{""error"":{""message"":""worker groq-llama-3.1-8b circuit is open"",""type"":""circuit_open"",""code"":null}}"
